,0,1
0,1.85,27.8
1,1.35,26.65
2,1.4,23.25
3,0.85,23.05
4,0.5,22.35
5,0.65,21.35
6,1.1,22.05
7,1.35,22.65
8,1.95,22.8
9,2.4,22.45
10,1.8,22.0
11,2.5,21.85
12,2.95,21.4
13,1.9,21.25
14,1.35,21.45
15,1.35,20.9
16,1.25,20.35
17,1.75,20.05
18,2.0,20.6
19,2.5,21.0
20,1.7,19.05
21,2.4,20.05
22,3.05,20.45
23,3.7,20.45
24,3.45,19.9
25,2.95,19.5
26,2.4,19.4
27,2.4,18.25
28,2.85,18.75
29,3.25,19.05
30,3.95,19.6
31,2.7,17.8
32,3.45,18.05
33,3.8,18.55
34,4.0,19.1
35,4.45,19.9
36,4.65,19.15
37,4.85,18.45
38,4.3,18.05
39,3.35,17.3
40,3.7,16.3
41,4.4,16.95
42,4.25,17.4
43,4.8,17.65
44,5.25,18.25
45,5.75,18.55
46,5.3,19.25
47,6.05,19.55
48,6.5,18.9
49,6.05,18.2
50,5.6,17.8
51,5.45,17.15
52,5.05,16.55
53,4.55,16.05
54,4.95,15.45
55,5.85,14.8
56,5.6,15.3
57,5.65,16.0
58,5.95,16.8
59,6.25,16.4
60,6.1,17.45
61,6.6,17.65
62,6.65,18.3
63,7.3,18.35
64,7.85,18.3
65,7.15,17.8
66,7.6,17.7
67,6.7,17.25
68,7.3,17.25
69,6.7,16.8
70,7.3,16.65
71,6.75,16.3
72,7.4,16.2
73,6.55,15.75
74,7.35,15.8
75,6.8,14.95
76,7.45,15.1
77,6.85,14.45
78,7.6,14.6
79,8.55,14.65
80,8.2,15.5
81,7.9,16.1
82,8.05,16.5
83,7.8,17.0
84,8.0,17.45
85,8.4,18.1
86,8.65,17.75
87,8.9,17.1
88,8.4,17.1
89,8.65,16.65
90,8.45,16.05
91,8.85,15.35
92,9.6,15.3
93,9.15,16.0
94,10.2,16.0
95,9.5,16.65
96,10.75,16.6
97,10.45,17.2
98,9.85,17.1
99,9.4,17.6
100,10.15,17.7
101,9.85,18.15
102,9.05,18.25
103,9.3,18.7
104,9.15,19.15
105,8.5,18.8
106,11.65,17.45
107,11.1,17.65
108,10.4,18.25
109,10.0,18.95
110,11.95,18.25
111,11.25,18.4
112,10.6,18.9
113,11.15,19.0
114,11.9,18.85
115,12.6,18.9
116,11.8,19.45
117,11.05,19.45
118,10.3,19.4
119,9.9,19.75
120,10.45,20.0
121,13.05,19.9
122,12.5,19.75
123,11.9,20.05
124,11.2,20.25
125,10.85,20.85
126,11.4,21.25
127,11.7,20.6
128,12.3,20.45
129,12.95,20.55
130,12.55,20.95
131,12.05,21.25
132,11.75,22.1
133,12.25,21.85
134,12.8,21.5
135,13.55,21.0
136,13.6,21.6
137,12.95,22.0
138,12.5,22.25
139,12.2,22.85
140,12.7,23.35
141,13.0,22.7
142,13.55,22.2
143,14.05,22.25
144,14.2,23.05
145,14.1,23.6
146,13.5,22.8
147,13.35,23.5
148,13.3,24.0
149,7.3,19.15
150,7.95,19.35
151,7.7,20.05
152,6.75,19.9
153,5.25,20.35
154,6.15,20.7
155,7.0,20.7
156,7.6,21.2
157,8.55,20.6
158,9.35,20.5
159,8.3,21.45
160,7.9,21.6
161,7.15,21.75
162,6.7,21.3
163,5.2,21.1
164,6.2,21.95
165,6.75,22.4
166,6.15,22.5
167,5.65,22.2
168,4.65,22.55
169,4.1,23.45
170,5.35,22.8
171,7.4,22.6
172,7.75,22.1
173,8.5,22.3
174,9.3,22.0
175,9.7,22.95
176,8.8,22.95
177,8.05,22.9
178,7.6,23.15
179,6.85,23.0
180,6.2,23.25
181,5.7,23.4
182,5.1,23.55
183,4.55,24.15
184,5.5,24.0
185,6.1,24.05
186,6.5,23.6
187,6.75,23.95
188,7.3,23.75
189,8.3,23.4
190,8.9,23.7
191,9.55,23.65
192,10.35,24.1
193,7.95,24.05
194,3.95,24.4
195,3.75,25.25
196,3.9,25.95
197,4.55,26.65
198,5.25,26.75
199,6.5,27.6
200,7.45,27.6
201,8.35,27.35
202,9.25,27.2
203,9.95,26.5
204,10.55,25.6
205,9.9,24.95
206,9.2,24.5
207,8.55,24.2
208,8.8,24.8
209,9.2,25.35
210,9.55,26.05
211,9.05,26.6
212,8.8,25.8
213,8.15,26.35
214,8.05,25.8
215,8.35,25.2
216,7.9,25.3
217,8.05,24.7
218,7.3,24.4
219,7.55,24.85
220,6.85,24.45
221,6.25,24.65
222,5.55,24.5
223,4.65,25.1
224,5.0,25.55
225,5.55,26.1
226,5.55,25.25
227,6.2,25.2
228,6.8,25.05
229,7.4,25.25
230,6.65,25.45
231,6.15,25.8
232,6.5,26.1
233,6.6,26.6
234,7.7,26.65
235,7.5,26.2
236,7.5,25.65
237,7.05,25.85
238,6.9,27.15
239,6.15,26.9
