,0,1
0,15.55,28.65
1,14.9,27.55
2,14.45,28.35
3,14.15,28.8
4,13.75,28.05
5,13.35,28.45
6,13.0,29.15
7,13.45,27.5
8,13.6,26.5
9,12.8,27.35
10,12.4,27.85
11,12.3,28.4
12,12.2,28.65
13,13.4,25.1
14,12.95,25.95
15,12.9,26.5
16,11.85,27.0
17,11.35,28.0
18,11.15,28.7
19,11.25,27.4
20,10.75,27.7
21,10.5,28.35
22,9.65,28.45
23,10.25,27.25
24,10.75,26.55
25,11.7,26.35
26,11.6,25.9
27,11.9,25.05
28,12.6,24.05
29,11.9,24.5
30,11.1,25.2
31,10.55,25.15
32,10.05,25.95
33,9.35,26.6
34,9.3,27.25
35,9.2,27.8
36,7.5,28.25
37,8.55,27.45
38,8.5,27.05
39,8.05,27.2
40,7.85,26.8
41,7.3,27.4
42,6.8,26.85
43,7.0,26.5
44,7.55,26.3
45,8.55,26.3
46,9.0,25.85
47,8.6,25.65
48,9.4,25.55
49,8.45,25.05
50,8.85,24.6
51,9.65,24.7
52,10.55,24.35
53,11.05,23.9
54,10.55,23.55
55,9.45,23.35
56,9.2,23.9
57,8.35,23.9
58,7.35,24.75
59,7.4,25.45
60,6.6,25.75
61,6.1,26.0
62,5.8,26.95
63,5.65,25.8
64,5.3,26.1
65,6.4,25.4
66,5.4,25.25
67,5.35,24.7
68,4.8,25.05
69,4.2,25.55
70,6.4,24.8
71,6.55,24.3
72,7.4,24.25
73,5.45,24.2
74,4.3,24.0
75,4.0,24.25
76,3.35,23.3
77,4.85,23.05
78,4.3,22.75
79,5.85,23.4
80,5.9,23.55
81,7.55,23.7
82,6.85,23.25
83,7.65,23.1
84,6.95,22.55
85,6.1,22.6
86,5.5,22.6
87,4.7,22.1
88,3.8,21.85
89,4.65,21.2
90,4.15,20.35
91,5.3,20.4
92,5.6,20.75
93,5.8,21.95
94,6.4,21.95
95,6.55,21.15
96,7.45,21.95
97,7.4,21.55
98,7.75,21.2
99,7.65,20.65
100,6.95,19.8
101,6.6,20.1
102,6.05,20.2
103,5.4,19.65
104,5.35,19.05
105,5.8,18.25
106,6.3,19.1
107,7.0,18.9
108,7.15,17.9
109,7.35,18.2
110,8.2,20.05
111,8.3,19.45
112,8.3,18.5
113,8.75,18.8
114,9.05,18.2
115,9.35,17.7
116,8.9,17.65
117,8.45,17.2
118,10.05,17.2
119,10.4,16.75
120,8.6,20.9
121,8.65,21.3
122,8.65,21.9
123,8.65,22.5
124,8.95,22.8
125,9.95,22.65
126,8.95,22.2
127,9.65,21.9
128,10.55,22.3
129,10.9,22.85
130,11.35,23.45
131,12.05,23.4
132,12.3,22.75
133,11.7,22.15
134,11.15,22.05
135,10.85,21.5
136,10.85,21.05
137,9.6,21.3
138,9.85,20.7
139,9.35,20.6
140,9.25,19.65
141,9.95,19.8
142,10.7,20.35
143,11.3,20.7
144,12.35,21.6
145,13.1,21.3
146,12.85,20.75
147,12.0,20.0
148,11.0,19.85
149,10.35,19.0
150,9.9,18.65
151,10.6,18.15
152,11.4,18.3
153,11.4,19.25
154,12.35,18.8
155,12.8,19.75
156,12.15,18.1
157,11.05,17.5
158,11.95,17.25
159,12.25,17.5
160,13.05,17.4
161,13.75,18.15
162,13.5,18.65
163,13.65,19.25
164,14.0,19.9
165,15.2,18.2
166,15.5,17.15
167,13.9,17.1
168,13.75,16.6
169,12.15,16.4
170,7.8,13.7
171,8.85,13.35
172,9.0,12.7
173,9.7,12.1
174,8.05,12.9
175,7.7,13.25
176,6.8,13.2
177,6.6,13.45
178,6.2,12.55
179,5.4,12.85
180,5.7,12.25
181,5.2,11.9
182,5.15,11.35
183,5.85,11.2
184,6.1,11.75
185,7.0,12.35
186,7.05,12.45
187,7.9,12.5
188,8.55,12.1
189,7.85,11.85
190,7.1,11.95
191,6.9,11.5
192,6.85,10.9
193,6.4,10.7
194,5.9,10.3
195,6.4,10.25
196,7.05,10.05
197,7.35,10.5
198,7.65,11.1
199,8.1,11.2
200,8.8,11.4
201,8.3,10.55
202,9.0,10.9
203,9.35,10.5
204,10.15,11.0
205,10.4,10.55
206,10.9,10.0
207,11.55,10.2
